"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Impressions,Reach,Frequency,Purchases,Ends,Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name","Purchase ROAS (return on ad spend)","Result rate","Results ROAS","Result value indicator","Results value",Views,Viewers,"2-second continuous video plays","3-second video plays","Cost per 2-second continuous video play (USD)","Cost per 3-second video play (USD)","Cost per ThruPlay (USD)",ThruPlays,unique_video_continuous_2_sec_watched_actions:video_view,"Video plays","Clicks (all)","Cost per unique click (all) (USD)","CPC (all) (USD)","CPC (cost per link click) (USD)","CTR (all)","CTR (link click-through rate)","Link clicks",shop_clicks,"Photo clicks","Unique clicks (all)","Unique CTR (all)","Unique CTR (link click-through rate)","Unique link clicks","Landing page views","Cost per landing page view (USD)","Instagram profile visits","Donation ROAS (return on ad spend)","Purchases conversion value","Cost per purchase (USD)","Cost per like (USD)","Facebook likes","Instagram follows","Achievements unlocked","Achievements unlocked conversion value","Cost per achievement unlocked (USD)","Adds of payment info","Adds to cart","Adds to cart conversion value","Adds of payment info conversion value","Cost per add of payment info (USD)","Cost per add to cart (USD)",actions:omni_add_to_wishlist,action_values:omni_add_to_wishlist,cost_per_action_type:omni_add_to_wishlist,"Appointments scheduled","Applications submitted","Submit application conversion value","Appointments scheduled conversion value","Cost per application submitted (USD)","Cost per appointment scheduled (USD)","3-second video plays rate per impressions","Video plays at 75%","Video plays at 95%","Video plays at 25%","Video plays at 50%","Video plays at 100%","Video average play time","Ad set delivery","Date created","Date last edited",Objective,"Campaign ID","Account ID","Account name","Ad ID","Ad set ID",url_tags,"Instant Experience clicks to open","Instant Experience clicks to start","Instant Experience outbound clicks","Purchases rate per link clicks","Results rate per link clicks","Purchases rate per landing page views","Landing page views rate per link clicks","Average purchases conversion value [Incremental attribution all conversions]","% plays @25%","Drop off @75-100%","Drop off 25-50%","Drop off 50-75%","Drop off 75-100%","IC > Pur","Hold Rate",FbyR,AOV,"Add to Cart Rate",100rbycpa,"ATC > IC","Checkout Rate","Checkout Rate copy","Clicks to Purchases",Conversion,"Cost per ATC","Cost per checkout","LPV > ATC","OBC > LPV",PbyR,RbyCPA,"Thumb Stop Ratio","Thumbnail retention","Purchase/Checkout %","Cost per ad recall lift (USD)","Estimated ad recall lift rate","Estimated ad recall lift (people)","Campaign name","In-app ad clicks","In-app ad impressions",Leads,"Cost per in-app ad click (USD)","In-app ad impressions value","Leads conversion value","Cost per 1,000 in-app ad impressions (USD)","Cost per lead (USD)","Results (initial)","Results (initial) indicator"
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - DbPs2l-ADqQ",active,"7-day click or 1-day view",6608,reach,3.00544794,"Using campaign budget",0,19.86,6893,6608,1.04313,,Ongoing,0,ABSOLUTE_OCPM,2026-07-26T00:58:13-0500,-,-,-,"Jun 24, 2027 - Broad - Meta - All",,95.86537067,,,,6184,5415,,713,,0.027854,0.374717,53,,5609,12,1.655,1.655,3.972,0.17409,0.072537,5,,,12,0.181598,0.075666,5,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,10.343827,14,8,73,28,8,2,active,2026-07-26,2026-07-26,Awareness,120251287435730506,804570870670763,"VAHDAM USA - Tea Ad Account",120251287520190506,120251287435760506,,0,0,,0,132160,0,0,,0.01059045,0.00087045,-0.00652836,-0.00203105,-0.00087045,,0.00768896,1.57858587,,,,,,,0,,,,,0,0,,0.10343827,0,,0,0,0,"2026_07 - Meta - Reach - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - DbPs2vpAQ53",active,"7-day click or 1-day view",1038,reach,3.12138728,"Using campaign budget",0,3.24,1149,1038,1.106936,,Ongoing,0,ABSOLUTE_OCPM,2026-07-26T00:58:13-0500,-,-,-,"Jun 24, 2027 - Broad - Meta - All",,90.33942559,,,,723,624,,100,,0.0324,0.462857,7,,666,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,8.70322,2,2,8,3,1,2,active,2026-07-26,2026-07-26,Awareness,120251287435730506,804570870670763,"VAHDAM USA - Tea Ad Account",120251287520180506,120251287435760506,,0,0,,0,,0,0,,0.00696258,0.00087032,-0.00435161,-0.00087032,-0.00087032,,0.00609225,10.66412732,,,,,,,,,,,,,0,,0.0870322,0,,0,0,0,"2026_07 - Meta - Reach - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - DbPrvYLA5ru",active,"7-day click or 1-day view",9501,reach,3.49436901,"Using campaign budget",0,33.2,11541,9501,1.214714,,Ongoing,0,ABSOLUTE_OCPM,2026-07-26T00:58:13-0500,-,-,-,"Jun 24, 2027 - Broad - Meta - All",,82.32388874,,,,9014,7105,,2125,,0.015624,0.244118,136,,8374,6,5.533333,5.533333,5.533333,0.051989,0.051989,6,,,6,0.063151,0.063151,6,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,18.412616,25,18,165,50,15,2,active,2026-07-26,2026-07-26,Awareness,120251287435730506,804570870670763,"VAHDAM USA - Tea Ad Account",120251287435790506,120251287435760506,,0,0,,0,158350,0,0,,0.01429685,0.00086648,-0.00996447,-0.00216619,-0.00086648,,0.01178407,1.27851199,,,,,,,0,,,,,0,0,,0.18412616,0,,0,0,0,"2026_07 - Meta - Reach - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta  - DbPrveuAPKO",active,"7-day click or 1-day view",13503,reach,3.33777679,"Using campaign budget",0,45.07,15661,13503,1.159816,,Ongoing,0,ABSOLUTE_OCPM,2026-07-26T00:58:13-0500,-,-,-,"Jun 24, 2027 - Broad - Meta - All",,86.22054786,,,,12953,10369,,2261,,0.019934,0.28707,157,,11846,27,1.733462,1.669259,4.097273,0.172403,0.070238,11,,,26,0.19255,0.081463,11,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,14.437137,27,18,201,63,17,2,active,2026-07-26,2026-07-26,Awareness,120251287435730506,804570870670763,"VAHDAM USA - Tea Ad Account",120251287435750506,120251287435760506,,0,0,,0,122754.54545455,0,0,,0.01283443,0.00063853,-0.0088117,-0.0022987,-0.00063853,,0.0100249,0.85893234,,,,,,,0,,,,,0,0,,0.14437137,0,,0,0,0,"2026_07 - Meta - Reach - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"Image - Story 4",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"Open - Story",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525550506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525620506,120251200525590506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Story Ads (6)",,,,,,,,,,
2026-07-26,2026-07-26,"Image - Story 6",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"Open - Story",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525550506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525610506,120251200525590506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Story Ads (6)",,,,,,,,,,
2026-07-26,2026-07-26,"Image - Story 3",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"Open - Story",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525550506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525580506,120251200525590506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Story Ads (6)",,,,,,,,,,
2026-07-26,2026-07-26,"Carousel - 2",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:02-0500,-,-,-,"Actor - Carousel",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525560506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525570506,120251200525490506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Carousel (5)",,,,,,,,,,
2026-07-26,2026-07-26,"Carousel - 5",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:02-0500,-,-,-,"Actor - Carousel",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525560506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525540506,120251200525490506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Carousel (5)",,,,,,,,,,
2026-07-26,2026-07-26,"Founder  Video - 2",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"India - Founder Videos",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525600506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525530506,120251200525410506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - July 2026 - Founder Video",,,,,,,,,,
2026-07-26,2026-07-26,"Image - Story 5",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"Open - Story",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525550506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525520506,120251200525590506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Story Ads (6)",,,,,,,,,,
2026-07-26,2026-07-26,"Carousel - 3",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:02-0500,-,-,-,"Actor - Carousel",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525560506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525500506,120251200525490506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Carousel (5)",,,,,,,,,,
2026-07-26,2026-07-26,"Image - Story 1",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"Open - Story",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525550506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525480506,120251200525590506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Story Ads (6)",,,,,,,,,,
2026-07-26,2026-07-26,"Founder  Video - 4",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:06-0500,-,-,-,"India - Founder Videos - 20/7/26",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525600506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525470506,120251200525510506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - July 2026 - Founder Video",,,,,,,,,,
2026-07-26,2026-07-26,"Carousel - 4",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:02-0500,-,-,-,"Actor - Carousel",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525560506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525460506,120251200525490506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Carousel (5)",,,,,,,,,,
2026-07-26,2026-07-26,"Carousel - 1",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:02-0500,-,-,-,"Actor - Carousel",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525560506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525450506,120251200525490506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Carousel (5)",,,,,,,,,,
2026-07-26,2026-07-26,"Founder  Video - 1",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"India - Founder Videos",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525600506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525440506,120251200525410506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - July 2026 - Founder Video",,,,,,,,,,
2026-07-26,2026-07-26,"Founder  Video - 3",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:06-0500,-,-,-,"India - Founder Videos - 20/7/26",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525600506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525420506,120251200525510506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - July 2026 - Founder Video",,,,,,,,,,
2026-07-26,2026-07-26,"Image - Story 2",not_delivering,"7-day click or 1-day view",0,reach,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-21T07:01:03-0500,-,-,-,"Open - Story",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-07-21,2026-07-21,Awareness,120251200525550506,804570870670763,"VAHDAM USA - Tea Ad Account",120251200525400506,120251200525590506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"DIG - Reach - Costco - Bay Area - Story Ads (6)",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - DbPs2l-ADqQ",not_delivering,"7-day click or 1-day view",406,reach,2.95566502,"Using campaign budget",0,1.2,414,406,1.019704,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T02:36:11-0500,-,-,-,"Jun 24, 2027 - India - Meta - All",,98.06763285,,,,278,257,,24,,0.05,0.6,2,,265,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,5.797101,1,,2,2,,1,not_delivering,2026-07-21,2026-07-26,Awareness,120251125637490506,804570870670763,"VAHDAM USA - Tea Ad Account",120251193139790506,120251193139770506,,0,0,,0,,0,0,,0.00483092,0.00241546,0,-0.00241546,-0.00241546,,0.00483092,25.11587275,,,,,,,,,,,,,0,,0.05797101,0,,0,0,0,"2026_07 - Meta - Reach - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - DbPs2vpAQ53",not_delivering,"7-day click or 1-day view",173,reach,3.06358382,"Using campaign budget",0,0.53,181,173,1.046243,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T02:36:11-0500,-,-,-,"Jun 24, 2027 - India - Meta - All",,95.5801105,,,,133,120,,23,,0.023043,0.1325,4,,123,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,12.707182,,,5,1,,2,not_delivering,2026-07-21,2026-07-26,Awareness,120251125637490506,804570870670763,"VAHDAM USA - Tea Ad Account",120251193139780506,120251193139770506,,0,0,,0,,0,0,,0.02762431,0,-0.02209945,-0.00552486,0,,0.02209945,60.47646096,,,,,,,,,,,,,0,,0.12707182,0,,0,0,0,"2026_07 - Meta - Reach - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5RcZlAOX6",active,"7-day click or 1-day view",28,actions:link_click,0.21964286,"Using campaign budget",0,6.15,1810,1154,1.568458,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,1.54696133,,,,1817,1154,,,,,,,,,31,0.219643,0.198387,0.219643,1.712707,1.546961,28,,,28,2.426343,1.993068,23,14,0.439286,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251127118780506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127118860506,120251127118880506,,0,0,,0,100,0,50,,0,0,0,0,0,,0,13.59148647,,0,,,0,0,0,0,,,0,0.5,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5RcHNgEcQ",active,"7-day click or 1-day view",,,,"Using campaign budget",0,0,1,1,1,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,,,,,1,1,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251127118780506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127118850506,120251127118880506,,0,0,,0,,0,0,,0,0,0,0,0,,0,10000,,,,,,,,,,,,,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5RcONAbrP",active,"7-day click or 1-day view",26,actions:link_click,0.32576923,"Using campaign budget",0,8.47,3397,2172,1.563996,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,0.76538122,,,,3425,2172,,,,,,,,,27,0.325769,0.313704,0.325769,0.794819,0.765381,26,,,26,1.197053,1.197053,26,10,0.847,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251127118780506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127118840506,120251127118880506,,0,0,,0,100,0,38.461538,,0,0,0,0,0,,0,7.20071969,,0,,,0,0,0,0,,,0,0.38461538,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5RcJZAu3K",active,"7-day click or 1-day view",,,,"Using campaign budget",0,0,0,0,0,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,,,,,0,0,,,,,,,,,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251127118780506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127118830506,120251127118880506,,0,0,,0,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5RcFTAypj",active,"7-day click or 1-day view",124,actions:link_click,0.31419355,"Using campaign budget",0,38.96,8218,6031,1.362626,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,1.50888294,,,,8232,6031,,,,,,,,,139,0.288593,0.280288,0.314194,1.691409,1.508883,124,,,135,2.238435,1.973139,119,33,1.180606,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251127118780506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127118820506,120251127118880506,,0,0,,0,100,0,26.612903,,0,0,0,0,0,,0,2.25937064,,0,,,0,0,0,0,,,0,0.26612903,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5QmPjgsus",active,"7-day click or 1-day view",16,actions:link_click,0.141875,"Using campaign budget",0,2.27,1881,721,2.608877,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,0.85061138,,,,1887,721,,,,,,,,,15,0.162143,0.151333,0.141875,0.797448,0.850611,16,,,14,1.941748,1.803051,13,4,0.5675,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251126995690506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127005500506,120251126996970506,,0,0,,0,100,0,25,,0,0,0,0,0,,0,36.18414092,,0,,,0,0,0,0,,,0,0.25,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5QlnbgVab",active,"7-day click or 1-day view",144,actions:link_click,0.31979167,"Using campaign budget",0,46.05,11127,6972,1.595955,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,1.29414937,,,,11158,6981,,,,,,,,,170,0.287813,0.270882,0.319792,1.527815,1.294149,144,,,160,2.294894,1.95066,136,51,0.902941,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251126995690506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127004760506,120251126996970506,,0,0,,0,100,0,35.416667,,0,0,0,0,0,,0,2.28909244,,0,,,0,0,0,0,,,0,0.35416667,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5QklYgjcs",active,"7-day click or 1-day view",15,actions:link_click,0.24133333,"Using campaign budget",0,3.62,3041,1182,2.572758,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,0.4932588,,,,3058,1182,,,,,,,,,14,0.278462,0.258571,0.241333,0.460375,0.493259,15,,,13,1.099831,1.099831,13,5,0.724,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251126995690506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127001440506,120251126996970506,,0,0,,0,100,0,33.333333,,0,0,0,0,0,,0,21.76614245,,0,,,0,0,0,0,,,0,0.33333333,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5QkZ6gCVG",active,"7-day click or 1-day view",20,actions:link_click,0.2025,"Using campaign budget",0,4.05,2069,730,2.834247,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,0.96665056,,,,2081,730,,,,,,,,,21,0.2025,0.192857,0.2025,1.014983,0.966651,20,,,20,2.739726,2.60274,19,1,4.05,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251126963680506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127001390506,120251126964860506,,0,0,,0,100,0,5,,0,0,0,0,0,,0,38.82529555,,0,,,0,0,0,0,,,0,0.05,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
2026-07-26,2026-07-26,"July 17, 2026 - Costco - Turmeric Tea - Broad - Meta - Da5Qj7LgEtw",active,"7-day click or 1-day view",24,actions:link_click,0.1875,"Using campaign budget",0,4.5,1910,724,2.638122,,Ongoing,0,ABSOLUTE_OCPM,2026-07-22T07:19:40-0500,-,-,-,"July 17, 2026 - Broad - Meta - All",,1.2565445,,,,1931,724,,,,,,,,,19,0.264706,0.236842,0.1875,0.994764,1.256545,24,,,17,2.348066,2.209945,16,4,1.125,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,active,2026-07-17,2026-07-26,Traffic,120251126963680506,804570870670763,"VAHDAM USA - Tea Ad Account",120251127000320506,120251126964860506,,0,0,,0,100,0,16.666667,,0,0,0,0,0,,0,36.43814291,,0,,,0,0,0,0,,,0,0.16666667,0,,0,0,,0,0,0,"2026_07 - Meta - Link Clicks - Costco",,,,,,,,,,
